2 50
36 38 428
53 70 393
45 55 1434
72 60 455
46 6 1557
70 6 354
13 75 742
18 27 1240
51 95 39
98 60 71
95 36 1473
12 55 255
27 64 1380
100 64 1021
15 87 1030
45 92 530
60 35 980
92 82 1400
97 20 1229
82 94 382
43 53 630
46 48 851
70 81 1415
87 64 845
89 9 876
79 43 1033
98 12 186
32 22 1331
55 4 635
54 62 50
32 21 892
57 36 270
23 32 933
20 37 132
68 14 1377
35 49 1395
4 52 416
81 40 680
88 21 1020
53 69 921
78 78 588
21 22 568
48 62 287
79 55 617
68 70 951
63 14 534
79 54 1213
26 67 216
60 48 1404
62 61 108
