2 50
100 52 2012
41 15 599
93 63 923
46 54 421
73 54 1221
95 23 559
76 52 1673
92 66 830
49 9 1474
6 99 450
39 34 716
53 96 2010
9 69 1474
27 66 801
39 17 1356
78 83 689
42 88 494
62 44 2207
89 95 647
67 82 1890
70 89 1567
10 46 905
17 92 1897
73 77 1873
96 49 1172
28 7 1147
6 54 421
5 16 1898
15 57 1541
79 16 1553
11 10 775
91 51 1334
58 57 1942
43 6 2023
61 93 2175
7 59 645
36 100 862
89 27 2334
67 57 1897
64 4 387
92 10 2334
16 80 732
48 89 822
56 20 951
13 93 647
16 45 526
97 60 1673
49 39 402
13 64 615
70 31 284
