2 50
75 64 616
5 97 216
40 63 1208
87 35 43
58 49 92
86 25 1282
93 37 108
36 2 1445
56 99 775
44 81 529
87 9 59
59 55 721
45 21 1350
39 92 855
89 4 36
49 79 947
24 58 677
60 12 983
86 66 186
78 84 362
79 21 855
47 28 695
28 39 802
88 13 1207
10 34 581
69 8 566
45 37 553
30 96 570
28 27 766
74 41 749
8 20 243
45 23 1094
38 31 1021
29 70 382
82 94 446
71 1 1327
94 7 811
47 92 1036
6 43 80
7 34 479
9 92 82
75 82 1354
36 19 847
46 50 175
29 18 943
64 53 128
91 94 237
37 6 960
44 92 197
14 6 1171
