2 50
9 91 1593
87 79 2346
48 26 1863
79 29 2335
14 55 2028
93 74 1565
59 14 2383
39 100 2368
18 90 2312
26 30 1553
5 64 1864
36 15 1378
50 57 2568
1 42 2173
65 16 1938
49 49 1759
31 47 1650
35 58 1594
62 79 1486
34 95 1636
94 98 1710
31 65 1608
56 2 2063
76 19 1643
82 7 1916
91 80 1617
14 89 1593
2 46 1772
50 29 2558
89 37 2463
58 24 1881
4 11 1528
27 18 1457
75 57 1468
29 21 1523
80 66 1930
84 87 1403
16 34 2408
88 35 1585
68 54 2254
76 35 2408
77 2 2173
7 6 1905
90 83 1880
70 40 1961
93 98 1797
38 50 2349
40 16 1986
86 69 2485
13 64 1989
