2 50
64 97 1014
6 50 1344
87 93 1068
43 13 1015
29 85 1109
9 96 1093
99 33 1297
29 67 1373
28 23 1126
20 68 1129
14 70 1148
50 16 1391
27 79 1134
65 77 1233
79 8 1084
10 69 1217
12 12 1218
84 77 1043
78 38 1259
64 45 1269
36 61 1032
11 15 1361
17 93 1067
17 10 985
79 87 1345
39 49 1314
26 51 1052
20 4 1158
94 21 1178
53 26 1222
2 52 1061
13 100 1068
60 27 1001
93 57 1416
13 92 1374
57 30 1107
78 11 1157
11 16 1359
59 95 1085
1 68 1084
87 11 1157
21 78 1214
4 96 1241
6 41 1328
57 25 1229
18 50 1165
57 79 986
67 43 1048
54 98 1181
55 50 1035
