2 50
31 37 1717
82 74 1986
55 87 1934
50 52 1599
22 83 2331
22 49 1961
90 79 2335
24 59 2139
60 25 1929
12 2 2474
60 25 1481
99 65 2479
68 58 1650
2 57 2071
48 31 1501
5 24 2548
89 63 1567
81 45 2370
88 28 1958
70 10 2077
38 21 1550
49 2 1465
54 74 1649
95 84 2128
2 4 1784
42 71 1479
33 65 1665
80 52 1991
17 84 2348
68 61 2562
77 81 2128
68 32 1614
25 60 2563
20 35 1487
64 4 2018
68 68 1825
82 46 1472
70 32 2008
46 14 2166
52 84 2191
62 93 2176
73 84 2307
94 63 2212
5 27 2689
33 72 2183
57 87 1736
10 73 1483
38 17 2657
51 52 2357
20 80 1902
