2 50
76 19 416
95 100 288
73 78 742
28 72 648
95 76 356
7 56 280
20 69 309
36 76 695
36 62 458
37 64 388
33 71 619
60 3 406
60 99 490
20 99 598
95 73 618
86 100 710
73 31 272
77 18 699
29 49 720
88 52 743
3 11 460
43 18 681
31 47 554
66 97 626
100 71 473
37 66 492
28 90 446
74 20 714
44 100 724
7 70 671
34 51 485
3 100 718
69 39 591
65 72 689
46 9 681
83 48 746
60 88 543
59 79 296
9 64 715
59 57 536
3 20 531
62 7 666
15 1 665
99 94 312
9 47 566
70 46 489
92 3 710
83 38 359
20 66 311
13 58 639
