2 50
24 62 1538
67 5 1071
47 38 1127
71 98 1310
87 94 1511
30 67 1075
59 53 1099
95 95 1465
79 22 1553
74 56 1107
6 88 1254
58 49 1258
41 90 1152
33 77 1415
10 54 1255
64 2 1140
53 39 1254
33 37 1533
49 35 1048
53 94 1062
95 23 1051
37 75 1044
18 80 1518
66 70 1549
23 6 1193
47 42 1449
91 45 1417
68 89 1293
100 21 1250
29 23 1507
65 94 1166
5 46 1117
88 46 1256
7 55 1530
91 11 1081
44 12 1204
35 44 1514
23 62 1367
39 98 1454
65 81 1525
68 94 1480
9 69 1153
87 89 1077
15 31 1048
28 32 1066
19 65 1422
77 97 1075
1 6 1083
30 2 1279
86 34 1149
