2 50
35 84 2096
91 86 2474
72 93 2309
49 56 2007
82 74 2338
3 59 2345
49 21 2152
40 68 2472
57 6 2274
44 71 2324
24 14 2345
77 52 2082
40 76 2114
90 61 2343
20 8 2206
96 90 2144
21 99 2288
28 62 2254
41 6 2205
28 10 2368
26 80 2163
94 60 2472
64 86 2384
45 13 2028
5 54 2117
72 85 2264
96 99 2294
60 94 2324
8 13 2116
98 92 2333
62 98 2369
42 96 2207
97 3 2243
38 80 1999
22 65 2266
38 42 2499
87 18 2318
27 63 2276
51 96 2265
6 90 2249
83 76 2164
74 45 2250
79 59 2049
70 95 2294
4 73 2416
48 90 2004
97 61 2524
8 11 2133
83 65 2316
85 48 2399
