2 50
21 10 782
67 27 574
35 54 1317
79 6 685
35 51 633
6 68 1564
41 21 702
83 2 624
74 10 669
38 67 1520
75 60 1341
72 47 622
84 63 933
32 26 1234
22 73 1322
34 55 629
51 61 1615
38 64 1194
57 76 1659
83 57 1471
9 73 1017
64 17 1245
25 52 1114
26 27 847
81 65 1578
47 89 1320
59 42 1359
95 13 1584
48 26 1484
29 25 1048
9 27 1363
28 16 1307
45 11 1564
7 9 1497
33 10 1012
66 12 1273
54 19 719
2 27 1369
37 20 949
26 59 1609
1 7 636
7 67 1417
100 87 1061
89 75 1231
59 50 1625
47 65 1626
71 76 1283
92 76 786
16 76 1151
51 62 1359
