2 50
56 66 481
8 46 1129
35 59 2065
58 21 361
33 21 1571
86 78 869
3 55 2367
12 48 1660
27 22 2230
21 92 341
33 38 1686
29 93 1484
61 72 2105
50 75 463
27 59 1594
1 31 501
69 53 1793
87 51 1592
60 81 2159
47 19 2293
85 50 1628
77 70 1398
46 81 2003
66 93 1967
17 91 2339
59 76 528
93 57 484
63 42 2271
55 57 867
73 56 837
86 89 333
57 73 635
97 53 2369
82 4 2286
77 100 1303
32 61 1963
59 79 892
43 61 1468
23 48 706
3 16 1956
23 17 1703
77 96 1453
37 39 2293
58 92 671
34 60 2351
39 46 1052
75 83 2204
53 33 1869
82 3 376
77 89 2395
