2 50
52 29 1118
29 4 1281
30 14 2574
61 94 2353
19 86 3099
32 95 3025
42 2 2926
25 93 1864
92 32 2299
36 84 3253
42 11 2521
68 5 3144
100 62 1782
68 72 3184
32 73 2444
76 33 1843
91 95 2500
84 92 1948
19 71 2663
58 77 2354
66 100 1102
80 37 1661
85 87 2303
8 94 2334
61 28 1946
83 84 2634
98 83 1654
15 73 2208
6 21 2198
89 78 1979
36 85 1682
83 84 2070
96 40 2346
14 90 1307
86 45 2602
18 3 2299
76 36 2218
24 78 1962
1 13 1520
21 100 1980
11 100 3072
13 50 1897
26 80 1421
66 48 1365
50 52 2836
46 9 2912
1 84 2877
46 31 3046
62 64 2423
46 74 3181
