2 50
38 53 115
11 30 1173
22 64 261
87 66 244
13 43 558
99 61 857
94 54 641
12 94 769
24 21 4
43 88 675
37 80 1029
19 32 596
92 3 1143
98 90 76
12 100 574
62 98 134
70 91 508
77 15 736
41 53 580
51 64 130
56 92 1015
16 31 974
43 85 1016
30 74 151
26 59 341
35 52 122
59 44 160
70 96 51
78 34 752
98 24 1099
37 31 626
47 37 136
49 8 412
97 64 461
67 50 289
26 24 479
87 26 425
8 78 46
79 51 930
52 41 44
31 9 1058
97 24 1067
100 76 288
35 65 1157
65 45 828
65 84 790
85 25 350
68 66 71
62 8 161
86 22 1204
