2 50
53 40 1447
95 65 669
8 97 643
96 29 1774
28 91 1269
21 45 1352
23 83 1751
6 23 1381
85 75 1495
80 78 683
36 68 1691
14 46 831
10 22 1642
53 46 1347
100 53 1592
100 54 943
62 94 1591
93 59 875
19 65 1609
41 29 1457
66 20 1662
41 21 813
9 80 1457
18 19 884
1 62 1128
15 66 1563
91 24 1520
33 25 1777
49 65 681
91 16 1111
16 59 665
2 44 1174
76 23 1817
50 10 1457
16 3 1239
71 3 714
40 23 786
51 87 958
52 48 1001
33 68 1236
23 20 1031
97 6 1165
92 33 1707
61 67 1831
40 90 647
7 85 1622
80 87 1538
60 56 1305
28 93 1161
68 46 1478
