2 50
88 95 286
67 76 967
46 21 910
35 81 75
34 51 1099
29 85 462
74 82 405
75 15 5
45 27 732
13 20 42
51 6 293
31 72 656
10 100 193
61 26 291
44 26 1004
23 7 909
55 57 1061
19 39 303
40 46 657
84 18 29
71 51 516
68 79 558
17 95 270
48 43 655
67 84 539
57 60 334
10 55 988
51 82 1028
79 36 692
62 18 150
37 93 442
89 61 352
85 23 97
34 79 919
62 98 105
29 36 424
5 29 991
93 7 227
74 76 489
36 89 566
76 91 1044
30 100 87
81 19 291
4 21 498
74 79 580
25 31 165
9 47 732
6 6 1035
47 48 673
78 98 137
