2 50
25 65 485
15 19 614
78 12 1125
82 86 1364
4 56 527
9 95 1461
18 22 1431
31 92 1427
75 10 556
50 59 1012
80 1 538
99 65 833
1 85 1780
8 9 889
57 70 1687
69 15 479
39 44 1234
83 21 1890
40 33 1129
62 69 351
38 40 2043
10 95 1003
19 81 246
5 33 1955
59 56 398
58 21 2112
90 56 1550
93 97 946
94 41 1596
62 58 1461
87 14 1038
59 17 1885
43 46 473
9 61 1346
8 5 467
49 47 1904
96 53 489
71 15 902
13 7 1723
24 80 1891
69 60 485
77 76 1277
67 96 382
30 4 1530
38 50 1945
28 50 1047
34 24 1139
49 69 573
73 51 620
45 83 1629
