2 50
86 55 917
73 85 1017
10 59 1003
38 6 300
78 34 162
51 12 1003
3 28 65
41 79 86
76 98 215
9 24 704
23 50 685
30 75 862
91 26 205
60 74 473
89 99 755
22 26 898
92 23 843
57 85 440
32 96 921
65 16 341
65 34 605
5 24 578
15 91 456
2 68 228
9 38 668
1 73 1098
24 18 526
6 24 713
17 11 873
7 59 196
26 97 448
60 98 27
69 25 427
74 88 316
93 88 501
27 51 989
97 23 854
83 32 478
30 75 312
92 98 107
40 84 1073
51 48 49
4 13 501
12 5 561
41 93 11
1 64 457
41 13 629
88 56 832
49 84 821
70 54 169
