2 50
78 49 453
61 72 167
19 2 1617
70 5 878
98 60 885
23 2 1000
54 81 370
61 63 199
28 80 129
60 98 731
26 51 534
29 27 1195
97 79 1265
87 77 306
40 68 163
68 51 850
51 88 841
61 96 1663
85 68 1299
49 61 173
50 44 927
62 9 477
92 64 1690
53 75 519
12 24 882
98 10 1486
19 62 1657
71 50 907
98 85 467
77 89 692
83 44 1634
60 56 1646
48 59 568
77 30 569
29 50 151
44 57 1028
97 79 1110
98 60 559
89 12 1513
15 77 533
97 34 1381
69 9 686
39 68 612
65 60 570
89 87 442
22 73 366
17 82 1625
14 37 351
91 61 168
47 6 1044
