2 50
13 51 723
6 76 615
100 83 435
65 37 455
69 94 758
74 96 608
87 95 433
47 28 578
86 73 493
85 67 698
57 13 258
23 77 564
34 22 752
5 2 727
14 25 295
92 29 317
94 88 723
44 87 304
73 96 762
76 48 761
7 7 751
81 52 560
54 91 432
98 4 317
3 44 586
29 2 354
38 98 694
97 22 441
33 62 348
15 47 434
54 10 380
79 26 466
28 48 308
69 96 257
100 68 411
48 74 389
53 16 389
33 80 459
76 4 739
74 38 749
56 17 352
5 95 354
37 78 568
72 59 360
59 66 390
71 24 488
17 12 429
4 11 587
15 84 287
13 3 739
