2 50
71 10 1135
41 82 1072
76 28 1148
32 79 1416
12 83 1308
60 98 1486
65 8 1479
57 47 1313
33 53 1443
52 70 1198
38 21 1028
24 18 1140
7 1 1029
79 51 1450
48 37 1267
39 68 1357
33 41 1446
14 78 1218
51 13 1057
87 15 1233
31 94 1340
81 94 1434
11 7 1370
76 46 1140
50 50 1332
86 1 1123
44 88 1206
72 99 1266
22 68 1094
42 79 1424
11 86 1027
69 73 1071
51 87 1026
18 49 1253
50 86 1000
73 67 1412
65 94 1334
36 28 1378
72 7 1369
37 92 1218
35 27 1397
71 15 1366
71 18 1128
8 25 1303
16 59 1153
70 73 1091
53 40 1335
43 45 1211
49 68 1050
17 64 1311
