2 50
83 67 618
31 74 177
10 87 660
14 86 771
68 24 68
82 54 422
39 36 701
4 45 270
29 95 638
12 37 697
42 98 343
47 65 605
15 16 236
57 59 1131
63 58 284
12 91 1056
63 85 945
45 48 918
2 50 766
67 2 367
99 1 959
72 51 48
61 21 1115
46 33 772
34 23 288
79 52 687
87 24 792
49 4 642
100 28 714
46 2 46
5 13 742
57 64 823
32 69 74
63 21 510
76 83 686
64 74 1094
93 83 190
57 89 183
61 64 363
48 80 148
18 77 342
11 42 800
8 15 704
64 19 779
65 30 296
84 42 295
72 82 663
42 54 643
83 100 298
62 18 2
