2 50
19 49 1102
4 83 132
66 65 856
54 6 1103
45 73 512
35 3 818
45 72 908
6 72 268
23 33 781
56 2 23
1 98 941
55 34 484
97 33 837
9 27 133
98 38 754
9 10 1115
23 94 14
99 49 414
55 87 550
94 69 963
72 72 995
79 77 279
2 10 722
100 52 938
17 50 312
48 30 116
22 33 562
77 76 518
39 58 684
30 60 1132
62 11 955
43 91 926
90 55 730
97 33 193
54 38 808
74 88 751
39 33 94
64 5 742
65 3 601
4 99 949
87 68 525
19 57 542
70 98 571
4 58 820
69 41 1027
69 3 751
58 67 282
7 89 912
100 52 435
90 8 1136
