2 50
90 20 1554
62 94 2009
20 100 1884
72 92 1915
40 64 929
3 16 1411
27 22 911
80 99 1344
68 42 700
67 92 1427
25 77 1931
37 76 685
18 81 1859
17 18 1780
86 15 1784
61 48 997
46 42 1945
89 98 835
42 38 876
100 69 687
73 3 1229
9 30 1718
60 26 1400
60 16 1004
42 89 1330
49 34 1333
90 91 1871
97 81 1798
61 42 1449
72 58 1703
63 49 1434
38 47 966
88 40 1403
4 8 850
95 34 1189
90 4 1342
25 69 1574
50 43 1203
47 100 968
60 50 1329
98 52 781
80 29 935
86 23 1977
87 41 1933
46 95 1264
5 22 759
33 63 1458
18 42 969
88 95 1434
97 19 1257
