2 50
17 84 2573
35 94 2574
66 53 1886
87 18 2338
22 41 2357
30 97 2788
95 47 1668
41 33 2373
6 15 1602
82 95 2126
72 36 1546
90 20 1487
21 92 2596
32 67 2149
50 81 2194
58 22 1863
91 12 1722
32 17 2270
72 63 2798
67 37 1826
63 63 2329
80 19 2094
91 36 2725
90 22 1914
35 53 1742
93 39 1713
75 66 2548
48 95 1500
38 19 2109
96 84 1589
15 78 1847
65 52 1567
77 37 2707
70 33 1920
65 14 1597
24 29 2534
75 50 1610
52 84 2280
95 43 2109
70 52 2293
50 2 2623
40 79 2026
35 17 1981
90 80 1693
67 57 2795
93 39 1751
45 58 2765
24 26 2654
18 61 2647
32 48 2767
