2 50
55 27 1933
61 24 2066
87 20 2222
86 59 2058
12 59 2154
47 50 2110
20 74 2205
89 21 2081
96 69 2204
73 66 2150
13 1 1863
66 97 2196
46 60 1921
8 9 2068
18 36 1925
53 11 1867
19 20 1790
54 24 1951
3 15 2120
41 70 1950
29 24 1953
18 91 2200
80 89 2183
82 44 1846
19 64 1777
20 71 1843
65 31 2162
70 19 1749
91 75 2140
82 53 1973
38 87 2157
41 36 2220
40 86 1856
100 56 2052
92 26 2097
17 31 1913
38 75 2103
92 11 2054
47 31 1875
23 100 1902
28 11 1934
26 44 1893
63 98 1998
55 36 2002
9 68 2128
29 23 1777
39 50 2046
100 88 2038
6 88 2126
69 97 1949
