2 50
73 6 916
22 40 775
94 2 1082
75 87 1372
26 39 1448
64 60 1037
39 40 2035
48 50 753
46 46 1692
27 41 710
98 39 835
23 43 359
53 16 1675
34 33 700
94 36 1275
66 3 410
7 3 1896
36 88 1847
17 42 2051
52 35 2077
50 89 1455
65 53 1674
90 15 360
68 92 1825
57 16 1517
33 35 565
23 97 1005
26 99 1293
62 16 1120
94 25 1398
72 10 1178
81 62 1087
41 13 948
86 83 373
15 49 2032
38 49 817
26 65 1356
79 87 1787
3 74 503
99 53 746
19 92 1211
34 9 1298
61 94 820
57 40 1212
24 91 590
17 96 1197
2 44 1813
35 63 1497
86 100 2111
49 62 1976
