2 50
22 35 1865
97 28 1973
40 44 2124
58 55 1920
49 99 2055
17 55 1712
75 29 1902
97 1 2006
31 27 1801
25 14 1906
99 51 1751
1 17 1920
65 14 1777
7 88 1876
17 43 1758
75 10 2104
65 35 1854
36 9 2141
82 45 2157
94 13 2047
66 20 2083
81 89 1896
16 63 1743
99 48 1911
67 20 1771
13 6 1822
11 76 2060
37 49 1719
56 33 1724
52 74 2100
9 85 2064
58 84 1792
44 35 1814
30 19 2145
66 52 2043
29 77 1726
13 87 1773
33 29 1873
44 92 2006
2 80 1723
51 33 1833
39 36 1944
80 18 1725
85 87 2148
85 67 1873
1 16 1753
99 55 2077
99 35 2132
70 80 1975
43 27 1839
