2 50
78 58 1370
4 95 961
76 28 708
38 42 693
3 40 949
33 67 1691
27 61 1703
56 67 1813
54 28 885
28 79 1089
25 1 1473
67 74 1180
61 69 1705
14 9 1184
8 52 664
12 58 682
74 32 1389
4 49 911
15 34 1189
58 95 1586
82 5 1147
49 19 644
86 57 1758
59 35 1418
20 90 1571
29 98 760
24 93 1100
77 20 1354
84 18 820
34 95 1747
99 79 1477
78 23 1815
93 63 1088
2 96 1480
8 10 666
73 66 844
94 96 841
29 10 763
88 41 760
7 19 1410
50 20 1068
77 59 943
12 35 672
19 99 1393
36 37 1423
25 61 1591
25 81 1781
98 4 990
56 90 1434
74 1 952
