2 50
43 6 1232
22 81 2065
91 59 1999
82 16 837
51 42 270
88 17 264
14 16 679
84 67 1647
16 1 1669
99 21 1568
71 91 1217
74 19 975
93 66 1364
7 97 1334
28 76 704
12 57 686
33 13 1251
6 13 2103
58 65 1735
80 40 1145
82 81 1686
36 25 1989
94 10 414
81 76 661
17 32 1649
58 98 1734
43 10 672
14 39 1480
63 14 1380
8 54 1714
54 20 258
56 67 1091
35 46 1303
31 95 406
29 39 915
3 5 695
65 76 584
35 28 741
21 38 1408
38 30 1021
45 82 559
41 83 280
63 77 1214
66 48 1698
78 59 695
30 70 1066
66 58 1182
43 86 898
8 18 899
54 14 1778
