2 50
80 26 984
71 46 991
77 12 485
12 17 479
3 88 516
19 78 391
70 65 35
68 41 132
1 36 994
79 55 489
26 8 96
32 83 748
81 97 612
56 35 343
47 3 858
56 47 379
22 46 411
80 82 556
67 13 85
98 17 855
69 27 748
95 24 401
76 61 473
48 37 957
88 78 400
29 20 656
7 100 602
22 85 925
20 79 802
6 48 3
53 95 1057
9 22 375
28 40 580
77 67 609
85 81 955
97 71 316
7 31 877
16 85 1055
88 79 634
75 90 1032
30 63 862
18 58 620
4 71 956
16 37 1135
40 86 750
82 12 949
58 8 903
5 6 702
56 90 87
69 97 25
