2 50
53 69 1948
44 88 2199
48 53 2309
18 2 1494
48 27 839
24 65 496
98 96 1616
53 47 296
41 62 2192
33 20 1534
95 99 2102
57 69 1232
10 51 2372
43 77 1051
37 85 1842
82 71 1398
28 36 2327
25 20 839
93 33 582
9 39 1905
97 44 2324
80 62 2111
90 39 1766
59 66 937
2 39 779
76 21 1789
4 74 999
69 27 405
38 95 1370
63 60 281
18 27 1756
62 92 1170
21 76 1146
36 41 2075
65 65 1358
88 56 2179
5 65 2112
10 28 2221
75 23 2027
84 16 649
25 37 1921
66 75 2362
44 99 1153
33 86 953
61 83 590
96 36 2190
77 67 610
20 73 713
47 98 392
38 29 1417
