2 50
76 34 384
52 69 294
10 3 592
2 11 472
14 75 518
40 72 263
24 59 705
51 82 276
79 89 485
58 97 381
12 45 633
53 90 502
58 16 605
30 63 454
61 9 264
50 23 361
17 96 253
25 93 661
25 74 369
53 34 544
85 42 550
72 52 321
27 33 678
29 64 508
69 25 350
10 11 534
76 37 341
31 37 630
3 2 581
33 2 682
91 81 446
3 82 542
89 23 607
29 7 334
77 89 538
7 56 396
97 54 672
84 68 625
5 21 261
88 79 369
38 79 505
83 8 463
84 16 333
88 24 250
53 77 294
100 62 515
31 26 437
2 47 623
44 49 686
58 24 506
