2 50
70 55 310
70 11 427
10 33 448
64 21 517
47 90 401
2 84 679
42 96 617
73 75 473
72 5 391
17 51 270
7 16 267
69 26 331
12 93 260
70 12 659
100 33 308
97 95 577
65 73 438
80 94 268
46 53 577
11 21 509
5 32 295
67 59 296
76 70 550
54 27 366
94 50 712
36 61 429
56 30 654
46 76 722
60 55 286
77 16 611
84 17 331
57 98 307
21 43 693
71 45 601
46 71 552
88 16 271
32 25 434
10 5 508
40 96 504
28 16 376
59 40 313
73 92 625
24 78 718
1 41 285
87 29 560
95 27 776
65 46 680
50 86 646
60 67 394
99 50 408
