2 50
92 15 2884
85 71 1584
20 78 2300
73 67 1118
47 73 1582
5 12 1903
50 31 1999
6 10 1715
85 11 1520
11 31 1523
5 93 2608
86 48 1938
46 52 1615
96 93 1420
74 10 1591
58 46 1803
26 31 2006
61 72 2502
81 66 2396
30 31 1245
66 98 1664
46 90 1320
81 32 2820
71 18 2031
43 30 2193
88 2 2897
73 75 2497
38 54 1590
23 88 1346
44 61 2971
70 99 2199
55 41 1506
80 61 2363
77 74 2060
54 46 2230
35 74 1709
30 11 1071
38 79 1156
6 99 2032
63 85 3050
21 7 1322
69 58 2043
93 10 2077
54 71 1368
44 97 2057
85 21 3109
19 18 1866
79 68 1947
28 3 1994
33 30 2452
