2 50
11 66 1551
98 90 1720
77 11 1425
34 27 2169
79 61 2532
68 86 1886
67 56 1746
27 81 1684
3 74 1698
23 84 2452
1 76 1438
97 53 2261
42 70 2375
38 88 2477
97 70 1832
28 32 2260
34 5 1658
57 14 1890
99 20 2195
8 5 2231
32 64 1534
22 29 1465
98 21 1467
22 20 2164
89 44 2412
20 18 1921
22 67 1382
78 27 2472
26 13 1499
62 50 2210
9 74 2484
58 68 1803
45 84 2113
34 43 2520
55 55 1665
78 5 1359
82 78 1554
100 12 2259
13 34 1945
18 42 1620
11 6 2229
31 96 1994
69 80 2235
46 43 1830
96 35 1941
47 3 1749
96 82 1530
7 40 2125
48 91 2377
2 89 2128
