2 50
76 27 1119
64 32 2307
29 15 517
52 63 568
48 62 2059
88 71 857
13 17 1289
32 47 1352
28 44 1231
86 15 944
47 72 769
11 32 611
90 69 491
91 99 2077
47 60 269
44 18 451
12 44 453
14 36 1508
61 35 438
33 47 323
54 64 1075
87 74 1356
8 31 859
73 23 1719
63 92 2255
63 5 412
12 55 463
86 19 1336
36 35 446
33 26 1651
37 30 1818
96 83 1361
87 81 652
17 67 1806
13 76 323
83 30 2046
5 88 1199
56 50 1325
94 39 2276
57 82 1892
73 96 727
81 38 855
74 35 1178
30 84 1320
19 31 1590
55 48 810
5 74 2024
50 65 977
98 45 2230
96 68 322
