2 50
59 22 1028
99 22 1309
96 34 1030
69 37 857
70 49 1062
75 88 1697
11 75 767
73 81 1572
95 69 1763
30 16 1871
72 15 1409
11 50 1595
14 93 1548
49 96 1223
32 83 895
41 30 849
77 76 1499
63 85 1899
50 59 674
46 19 1277
100 57 983
6 18 1717
68 93 841
23 75 1203
5 61 1271
45 3 1487
53 59 1742
95 70 1267
44 40 1546
28 87 1117
2 73 1803
24 96 1216
68 3 1110
75 10 1437
9 2 796
43 8 1364
32 40 1664
83 36 1715
12 71 1383
72 90 1042
35 74 1196
39 56 1342
8 39 1498
67 57 1212
13 22 1508
89 50 1583
84 57 1140
93 14 742
28 33 1214
70 81 731
