2 50
81 51 480
37 43 477
43 54 516
67 87 449
14 24 587
81 94 499
70 2 271
85 54 622
96 51 491
17 25 442
85 53 336
94 54 705
71 68 675
2 50 758
21 93 463
21 23 553
9 95 588
32 100 310
59 79 407
25 90 386
87 93 726
18 94 587
65 70 729
81 3 618
59 75 559
91 14 300
96 21 678
60 76 436
4 30 386
7 31 380
21 25 628
42 76 383
48 21 484
44 76 449
39 84 541
13 61 299
33 30 626
70 86 345
10 79 334
42 86 783
73 85 371
19 6 754
59 4 330
1 6 494
75 64 618
64 89 689
26 89 518
68 74 471
87 81 287
78 18 735
