2 50
45 44 1918
73 50 1765
91 82 900
56 23 1862
57 23 2125
39 39 992
56 81 2010
19 78 1894
2 68 478
23 9 838
81 88 286
88 100 1112
63 54 1147
76 92 1009
6 78 1733
82 78 1440
42 4 1558
1 21 1060
28 89 601
45 2 2056
54 68 1540
86 74 1677
80 74 1427
48 83 2089
53 29 917
27 43 1375
75 12 2245
40 94 2332
31 64 2092
44 70 691
12 22 1230
35 47 489
97 89 1682
27 8 608
77 84 817
51 96 1521
99 35 1039
22 50 2224
6 62 1128
60 67 503
63 91 1579
62 48 957
80 46 349
21 83 916
39 37 1722
45 1 1964
48 89 1418
51 31 315
39 6 2343
89 61 1128
