2 50
96 31 101
35 15 684
60 5 1376
53 91 1281
48 87 824
81 20 1054
9 71 833
89 5 1082
75 59 452
56 85 1149
59 49 1113
27 8 904
16 95 342
45 7 438
42 78 330
36 67 823
4 65 329
8 6 184
9 97 574
100 75 491
69 30 432
55 35 978
88 85 171
25 16 621
24 88 456
94 29 406
3 12 929
14 74 1131
83 30 494
61 45 860
97 48 26
8 89 41
47 15 1469
37 70 783
37 57 1303
84 61 312
79 87 14
23 10 444
29 72 417
43 95 1120
75 7 168
27 70 244
18 83 72
13 62 410
39 57 728
59 94 270
62 35 758
59 75 1227
37 3 223
6 35 174
