2 50
47 76 1837
67 73 1854
27 99 1734
86 43 384
71 61 1706
21 80 375
21 63 1125
50 95 1080
8 36 1711
85 58 2225
69 100 779
88 26 344
30 38 320
82 76 913
75 49 279
51 44 1116
36 90 1304
51 88 1010
26 77 1371
56 16 1223
74 64 1113
65 47 1509
20 56 1742
77 72 1658
93 21 1231
43 93 1301
78 34 1161
83 12 1122
29 61 2213
61 21 1024
42 68 1409
20 7 1413
16 24 1426
30 26 1773
88 48 1083
14 20 1364
21 29 415
58 31 507
32 33 1781
70 34 1562
26 2 1366
89 56 1440
35 61 1976
66 5 1769
14 10 757
89 70 1502
26 70 1834
20 11 853
75 70 515
12 91 1588
