2 50
77 66 2208
98 5 2159
75 83 2121
51 56 2062
49 41 2333
88 11 2090
69 48 2057
64 51 2021
4 99 1920
80 43 2083
12 98 1948
13 16 2112
79 93 1932
88 53 2285
16 20 2053
44 25 1838
39 43 2053
43 96 2053
46 44 2290
51 76 2249
41 62 2027
34 25 2150
40 16 1968
20 78 1849
62 99 2050
73 17 2057
50 61 2241
34 84 1915
53 83 2079
20 30 1891
97 68 2146
78 38 1963
17 61 1865
78 18 2035
72 75 2114
68 54 2251
35 35 2079
22 6 2116
70 66 2045
39 70 2013
98 58 2280
61 72 2198
30 31 2154
16 75 1934
50 57 2003
9 54 1964
55 20 2275
15 91 2130
83 65 1902
37 37 2209
