2 50
34 55 267
30 56 687
31 23 302
32 53 496
64 93 490
56 59 659
77 79 476
51 28 285
1 77 497
93 94 742
32 33 275
25 12 580
5 89 534
43 86 364
20 51 593
10 90 441
35 88 280
41 23 742
83 80 579
78 63 684
33 69 557
89 3 480
57 47 281
57 66 324
51 3 389
40 44 671
17 58 717
64 32 290
28 24 302
66 59 624
42 59 458
94 2 355
4 98 310
31 58 383
27 91 434
56 63 364
88 60 421
51 75 601
40 74 770
85 71 613
73 22 356
62 75 453
11 21 457
94 81 726
21 53 307
29 92 478
60 12 696
91 67 430
36 16 732
83 30 558
