2 50
33 90 2238
98 20 2121
50 92 2342
5 21 2319
68 4 2200
48 51 2010
30 86 2085
95 28 2486
86 52 1773
6 61 1387
25 30 1800
16 21 2081
2 44 2423
48 20 1817
35 15 1520
55 43 1336
53 86 1692
35 96 1929
87 46 1385
44 24 1704
18 92 1500
26 79 2142
11 97 1421
22 83 2014
61 2 2018
24 31 1977
37 50 1427
80 30 2074
84 32 1865
19 72 2172
4 9 2011
80 56 2175
85 69 2107
60 82 1917
13 37 2344
75 36 1810
78 18 2498
24 48 2074
58 87 1588
99 60 1816
41 60 1423
81 56 1756
83 37 2327
20 47 2286
20 49 1525
75 32 1633
20 9 1723
23 55 1403
82 36 2174
31 93 2007
