2 50
19 69 1466
33 85 790
59 56 1239
50 4 1538
87 19 924
38 57 752
34 64 1709
33 22 1381
4 79 1609
50 10 655
22 27 861
7 1 1054
52 78 1104
99 43 1693
80 54 605
46 34 1250
61 6 1219
5 66 1668
56 61 1501
7 83 930
29 93 716
26 25 1221
57 83 1676
82 75 1202
54 24 975
87 12 1247
80 83 1162
5 31 1761
71 82 846
17 81 1646
33 98 1373
94 1 1715
73 47 1407
4 55 1510
80 67 650
76 7 1154
15 5 1277
32 60 1225
36 69 1495
66 72 905
54 70 1053
15 26 1764
96 48 991
40 32 1666
13 48 934
97 54 1547
17 69 677
44 2 726
46 20 759
84 96 1379
