2 50
80 82 1627
1 19 1189
66 41 1935
99 64 1469
44 19 1650
57 76 1383
9 88 1601
27 8 981
71 57 1975
46 11 1878
88 84 2516
23 69 1261
78 17 2042
71 65 1989
90 29 2576
57 58 2386
36 25 1858
74 99 2065
44 85 1389
36 36 961
56 53 2697
2 15 1409
72 40 2186
27 46 2031
34 40 1274
13 50 1876
35 89 1715
37 41 2097
66 61 2718
4 53 1034
8 15 1542
59 41 2087
51 6 2041
2 4 2208
83 41 1107
17 10 1372
29 73 1534
93 13 1187
42 94 1268
30 53 997
11 73 2115
33 67 1700
11 85 2374
47 72 2596
10 17 2154
34 56 1596
59 98 1504
44 29 1794
93 6 2202
2 74 1147
