2 50
79 46 918
8 3 599
89 47 1352
65 27 455
15 67 509
35 8 1144
70 53 611
92 51 164
89 1 156
36 43 986
100 49 109
75 29 1602
90 84 156
3 34 1493
45 27 724
41 95 1590
92 51 1328
30 11 185
72 22 623
92 79 1058
99 37 50
100 25 511
61 1 1609
46 11 1193
19 17 854
75 50 721
66 64 118
51 88 1229
84 99 1232
83 27 212
86 45 238
73 35 449
53 85 608
97 27 429
48 83 1019
62 83 1315
34 23 773
13 80 1081
4 82 529
9 73 1064
34 62 736
85 37 830
39 65 1437
38 84 925
42 33 1395
95 50 1578
26 94 612
77 29 625
72 83 456
90 31 361
