2 50
58 42 1758
46 43 1138
12 67 436
17 43 485
17 75 1946
13 4 1575
84 72 2111
58 81 2128
35 27 1438
35 61 1907
82 44 1390
81 55 431
6 3 360
28 91 2084
84 7 1040
41 89 2030
97 81 896
65 8 961
42 39 656
22 60 1825
82 81 1706
83 20 282
67 91 639
29 3 815
30 36 477
63 31 2000
23 59 270
49 42 1493
89 37 1098
36 65 1149
78 66 1760
64 30 1476
38 47 1575
16 18 558
40 87 1703
83 31 1745
93 40 1035
99 42 388
79 92 494
66 89 2048
17 49 2110
90 95 1728
89 34 1411
13 36 1474
89 23 2134
54 70 728
59 79 644
66 12 1334
35 99 737
39 18 1633
