2 50
19 1 1619
33 55 2663
76 29 1445
38 91 1223
99 48 2731
3 58 2376
13 1 3013
41 13 1429
98 21 3096
61 23 2780
58 50 1556
34 77 1847
65 19 2415
72 28 1220
46 62 2029
62 39 2171
55 67 1418
66 22 2065
47 38 2512
39 9 1498
48 80 2672
92 97 1037
80 42 1334
67 31 2551
98 31 1957
93 47 2810
4 31 3025
84 8 1539
91 7 2188
61 65 1913
93 63 1305
66 47 1341
50 70 1947
63 96 1642
50 52 3039
73 43 1935
82 70 1917
90 53 2902
77 34 2025
8 44 1146
9 33 2764
52 65 2367
46 9 2098
90 64 1417
38 62 1131
94 58 1195
89 7 1499
37 38 2607
51 89 1809
6 80 2080
