2 50
80 28 1182
6 80 1149
70 5 1367
53 71 1447
65 96 1418
34 6 1506
58 62 1128
13 84 1090
98 13 1337
58 2 1237
100 25 1261
61 62 1160
8 72 1394
93 5 1528
41 61 1539
62 75 1339
6 21 1222
59 16 1268
63 94 1553
91 44 1287
78 11 1452
86 22 1206
89 47 1152
80 80 1361
43 53 1534
58 50 1246
17 97 1047
96 81 1557
73 93 1123
82 82 1534
3 46 1131
18 3 1088
48 23 1423
21 1 1528
33 38 1369
45 80 1339
61 87 1204
86 2 1383
25 18 1442
23 14 1164
99 76 1391
64 24 1484
93 68 1285
54 100 1357
44 29 1205
67 48 1297
40 68 1262
75 29 1552
37 60 1562
81 34 1345
