2 50
66 85 1475
80 11 1272
45 98 1271
44 36 1255
86 23 1416
78 82 1310
37 45 1226
92 56 1055
96 93 1088
14 75 1387
35 25 1264
30 66 1033
46 21 1318
22 67 1455
34 64 1209
50 61 1405
42 72 1275
22 89 1439
64 66 1441
61 82 1172
50 9 1156
71 12 1143
10 10 1362
28 8 1015
14 16 1382
91 78 1102
88 65 1386
90 23 1153
77 80 1231
50 18 1104
22 45 1273
54 53 1360
23 46 1341
15 43 1050
84 55 1300
22 32 1285
2 92 1468
45 51 1065
55 29 1489
58 71 1036
80 30 1381
54 45 1089
21 8 1338
18 65 1400
30 53 1476
87 63 1004
41 67 1115
3 72 1123
48 91 1293
70 21 1004
