2 50
25 35 1289
19 91 947
4 25 380
67 94 1077
19 41 354
16 99 945
11 19 1062
11 67 478
90 68 536
76 63 913
29 67 1293
90 4 328
49 14 720
4 10 1095
79 64 694
84 47 85
8 55 1004
31 68 786
70 71 1259
93 65 761
12 59 194
7 33 447
12 52 382
50 32 1061
67 32 864
97 16 759
89 94 1241
78 60 481
78 54 1414
41 96 1338
44 54 790
6 6 1285
6 50 1104
76 2 1295
68 23 1350
77 16 925
35 16 525
12 88 204
43 24 1424
53 35 1167
24 84 78
24 100 274
2 28 1220
52 6 426
88 77 1235
45 48 867
47 90 418
80 72 723
18 53 21
82 64 240
