2 50
11 48 637
30 22 954
21 45 880
7 41 1120
12 84 244
31 73 719
93 31 1066
63 39 973
15 44 60
49 62 208
8 24 481
35 73 6
97 51 368
73 81 321
82 38 299
16 57 979
26 80 860
60 78 935
4 22 735
59 61 92
74 65 280
67 6 248
77 22 642
58 55 664
58 12 1004
72 34 92
15 71 20
69 100 743
89 4 474
71 58 296
40 80 656
46 32 519
27 46 650
18 79 42
38 85 369
29 95 683
93 13 401
82 62 597
51 32 835
61 48 454
47 96 506
15 71 629
58 80 952
72 44 907
97 44 1063
32 31 910
52 41 1022
95 12 886
94 28 182
69 47 1087
