2 50
62 90 1194
54 85 1315
67 39 1472
76 58 1259
59 21 1491
70 13 1587
9 4 1564
77 6 1568
72 95 1340
48 97 1111
77 85 1493
70 9 1241
43 26 1077
63 69 1307
93 100 1539
91 63 1438
8 5 1393
63 65 1417
81 82 1581
64 42 1371
61 21 1220
89 81 1563
27 78 1081
52 52 1561
2 23 1282
53 51 1309
52 94 1613
22 38 1188
73 87 1138
50 65 1237
56 50 1390
11 66 1096
55 46 1352
33 64 1133
62 11 1566
93 86 1149
62 82 1528
78 54 1210
10 10 1606
35 76 1412
1 72 1226
82 65 1308
89 62 1335
47 92 1351
88 53 1138
91 78 1308
29 50 1144
6 8 1572
1 14 1516
27 19 1452
