2 50
27 15 1249
74 35 1239
99 81 1281
91 34 1211
89 36 1258
42 25 972
60 38 1191
18 75 1189
36 34 1319
35 54 1312
17 87 1355
54 85 1060
7 62 1247
41 36 1174
38 46 1001
44 14 1148
86 86 1221
3 10 1081
75 16 1121
41 69 1314
25 20 1194
84 79 1069
12 83 1277
34 32 1056
6 93 993
59 53 1270
17 89 1125
48 47 1303
22 83 951
64 75 984
86 86 1363
69 67 964
73 67 1235
49 20 1039
12 98 1411
65 28 949
91 20 1194
50 18 1201
86 1 1125
6 27 965
39 22 1262
5 39 1040
41 45 1238
41 17 1254
28 44 1015
14 47 1260
57 28 955
75 78 967
30 55 1074
17 45 1112
