2 50
90 7 182
50 17 536
28 98 227
82 10 2
68 1 511
26 100 33
53 89 930
54 8 1127
98 91 198
65 97 1068
25 94 1477
91 23 1125
60 47 648
89 80 793
12 21 1038
75 58 837
26 62 1318
26 55 390
83 18 224
99 65 1055
80 10 1277
14 76 303
50 51 648
83 19 756
50 52 185
74 67 1136
48 25 651
85 38 1237
77 50 55
66 99 602
74 80 1129
6 21 848
39 2 84
34 24 929
24 30 1156
52 58 137
51 73 226
8 91 953
19 96 911
38 64 1344
43 1 678
47 70 853
5 1 1479
44 75 162
85 75 1071
30 84 8
72 57 85
68 3 974
90 69 1228
93 27 140
