2 50
16 87 682
92 51 310
11 96 840
93 35 2105
8 56 1529
34 39 1477
5 29 891
98 83 1452
80 24 1513
71 15 256
67 54 1297
31 13 1248
70 28 1483
60 64 973
43 43 1132
23 16 2104
2 36 1440
14 10 2180
50 18 455
87 87 814
34 75 372
36 28 815
99 76 965
29 12 1166
33 15 2204
31 66 774
88 55 850
14 32 607
73 19 1561
89 89 518
49 82 1818
92 58 691
77 47 1030
94 59 794
34 23 2209
92 20 1106
71 3 1351
73 100 1018
89 96 1739
48 49 1489
79 32 2066
52 5 1187
22 83 1829
6 46 833
10 90 1802
32 65 2079
45 26 875
80 20 525
36 92 473
6 27 1007
