2 50
93 23 1268
24 98 999
53 42 1270
84 70 1269
36 22 1066
77 58 1125
32 60 1177
54 30 1063
9 28 1432
69 34 1238
44 28 1125
79 35 1264
48 95 1391
47 73 1380
94 61 1016
46 9 1012
54 96 1154
5 82 1300
9 66 1012
26 54 1272
33 58 1304
36 66 1409
59 12 1095
66 66 1475
24 73 1180
6 17 1090
82 37 1236
38 1 1116
56 23 1421
58 69 1203
93 43 1411
19 56 1127
68 54 1097
91 78 1276
91 55 1023
38 12 1324
30 91 1454
17 1 1028
79 82 1167
9 53 1203
80 1 1290
26 36 1486
83 4 1037
33 65 1365
44 37 1016
74 36 1015
91 44 1158
94 34 1005
60 52 1181
44 54 1112
