2 50
81 100 949
49 18 113
7 82 18
58 58 691
79 22 40
85 86 1124
81 38 399
23 60 253
94 8 586
48 10 1208
57 4 319
80 65 1337
73 5 1122
20 100 1359
10 49 1396
24 2 1133
70 38 991
22 52 1406
53 99 835
13 77 1263
35 70 385
16 34 482
73 67 872
77 43 1271
58 4 1161
33 75 244
80 82 612
84 41 30
49 49 287
96 75 84
59 88 666
71 20 32
12 35 1170
50 16 904
17 20 693
13 31 1235
37 39 927
71 35 1065
89 97 1473
100 17 544
83 27 1289
86 90 1113
39 33 175
8 21 1027
84 37 261
10 28 755
71 8 1467
29 72 1195
57 83 98
21 41 18
