2 50
64 2 1477
39 90 895
72 45 1533
70 64 1378
74 32 663
2 82 937
79 50 1516
11 70 1321
2 65 964
33 6 1057
81 51 1035
13 3 1302
18 49 1103
5 45 1787
26 78 1056
71 68 757
65 26 610
13 9 1336
84 22 1537
87 47 1687
12 15 929
69 52 1458
28 73 999
39 81 1216
40 35 826
3 13 1480
70 79 1761
86 52 1201
89 71 815
77 19 1254
77 42 1099
21 42 933
43 99 1384
41 30 1304
61 40 1743
39 76 1199
27 42 1250
17 62 641
15 80 1485
49 48 708
90 41 1501
71 53 1719
4 6 1224
2 79 1333
87 20 853
54 85 882
59 49 993
25 44 1328
56 69 1022
39 100 1269
