2 50
2 64 1925
59 13 1334
100 64 1572
88 19 1142
98 73 1687
34 67 2111
5 46 1259
74 83 1494
89 96 1920
10 15 1475
11 88 1431
83 86 1133
25 89 1919
47 71 971
80 12 1172
17 2 2419
22 82 2702
42 36 1077
3 53 1225
98 73 1163
39 1 1427
38 71 2182
28 4 1757
8 22 2026
48 51 2770
24 62 1616
43 55 1338
20 96 2759
82 73 1025
32 20 2149
70 74 1834
96 6 2397
23 74 1749
3 4 2335
4 57 1002
10 52 2614
2 78 1526
40 15 1266
63 71 2399
7 56 1255
56 53 1867
90 37 2000
54 74 2001
48 47 1798
18 53 2084
69 60 2631
79 37 2655
60 54 1347
93 28 987
29 17 2114
