2 50
6 56 461
8 77 659
97 42 664
88 40 451
14 96 593
76 22 697
77 95 563
15 37 389
11 8 443
97 99 317
34 60 439
7 8 457
17 25 270
40 41 562
55 41 415
74 39 663
45 100 570
67 8 267
7 11 450
93 20 460
20 11 520
72 55 570
39 87 674
67 73 579
96 18 307
90 14 509
55 73 390
34 43 310
65 60 268
93 20 342
20 70 466
8 76 380
66 30 280
3 22 665
17 71 678
16 37 293
85 7 266
62 30 498
13 96 256
98 48 240
59 91 562
43 16 377
39 86 600
39 99 413
62 75 549
22 61 655
50 21 331
22 38 358
8 91 250
3 70 436
