2 50
87 27 1845
77 88 2295
86 7 1141
80 40 1601
69 3 3028
69 60 1087
15 69 1487
85 53 1309
64 15 2823
93 31 1757
81 74 1186
65 7 2051
98 32 1554
94 53 3147
6 61 1635
2 18 2450
65 47 3146
83 73 2030
86 88 1715
74 17 2613
64 99 1954
81 2 2406
32 92 1276
22 27 3228
87 12 2954
90 4 2964
76 37 3004
64 27 2562
47 83 2001
94 24 3165
79 4 2218
10 20 1651
87 99 1683
21 71 3160
95 87 2404
73 22 1379
5 62 2687
39 75 1132
67 12 3110
11 52 2075
54 58 1183
34 20 2086
81 67 3046
93 47 1743
22 41 1927
8 92 3184
91 99 1904
38 13 2164
93 98 2106
11 48 1138
