2 50
73 30 689
53 16 423
48 64 315
43 44 435
94 100 654
55 39 259
66 7 301
34 67 520
2 37 770
98 79 556
62 12 417
56 48 301
80 64 404
49 66 453
12 75 410
69 23 517
13 21 717
71 91 509
96 46 749
62 65 512
1 71 664
48 5 383
19 59 560
81 90 310
44 39 751
46 38 656
33 76 692
99 3 505
42 75 720
73 92 325
45 77 283
13 93 596
7 92 324
32 87 589
35 30 282
71 64 600
60 12 590
99 73 499
25 38 678
23 64 600
87 69 442
7 37 529
14 5 535
83 75 426
79 44 738
48 77 632
42 62 495
23 62 609
34 59 390
14 28 524
